Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit
ORD-11088,26/03/2023,27/03/2023,First Class,Ayesha Chaudhry,Consumer,Central,Multan,Furniture,Furnishings,Wall Clock,10,265.83,0.3,2658.3,300.5
ORD-10952,26/01/2024,01/02/2024,Second Class,Kamran Butt,Corporate,west,Peshawar,Furniture,Chairs,Folding Chair,12,390.17,0,4682.04,467.46
ORD-10732,29/07/2024,30/07/2024,Standard Class,Tariq Chaudhry,Home Office,WEST,Quetta,Technology,Machines,Laser Printer,12,549.07,0.3,6588.84,1844.59
ORD-11013,19/05/2024,23/05/2024,First Class,Tariq Malik,Consumer,Central,Faisalabad,Technology,Copiers,Desktop Copier,4,406.41,0,1625.64,376.14
ORD-10457,24/09/2023,27/09/2023,Standard Class,Bilal Raza,Consumer,south,Karachi,Technology,Accessories,Wireless Mouse,8,488.18,0,3905.44,456.24
ORD-10722,25/12/2024,30/12/2024,Second Class,Kamran Butt,Home Office,Nort,Islamabad,Furniture,Tables,Corner Table,4,589.01,0,2356.04,-3.63
ORD-10199,27/03/2024,31/03/2024,First Class,OMAR BUTT,Home Office, North,Lahore,Technology,Machines,Shredder,5,88.54,0,442.7,-10.98
ORD-10887,04/06/2024,10/06/2024,Same Day,Bilal Qureshi,Home Office,Centeral,Faisalabad,Technology,Machines,Label Maker,9,286.3,0,2576.7,100.46
ORD-10134,12/04/2024,14/04/2024,Same Day,Nida Qureshi,Home Office,central,Faisalabad,Technology,Accessories,USB Cable,12,759.13,0.15,9109.56,165.67
ORD-10945,10/07/2023,17/07/2023,First Class,Kamran Chaudhry,Consumer,Centeral,Faisalabad,Technology,Accessories,Keyboard,7,336.35,0,2354.45,23.73
ORD-10259,01/04/2023,03/04/2023,Standard Class,Nida Khan,Corporate,Centeral,Faisalabad,Office Supplies,Art,Pen Set,1,482.74,0.2,482.74,17.64
ORD-10334,20/06/2023,24/06/2023,Second Class,  Ahmed Iqbal  ,Consumer,North,Lahore,Office Supplies,Labels,Address Labels,9,689.67,0,6207.03,-608.51
ORD-11173,07/11/2024,10/11/2024,Standard Class,Faisal Malik,Home Office,Nort,Islamabad,Technology,Copiers,Multifunction Copier,4,18.37,0.1,73.48,18.69
ORD-10003,25/09/2024,02/10/2024,First Class,Usman Chaudhry,Corporate,EAST,Sialkot,Technology,Phones,Smartphone X200,2,770.51,0.3,1541.02,-153.33
ORD-10737,18/08/2023,19/08/2023,Standard Class,Hassan Malik,Home Office,north,Lahore,Office Supplies,Art,Marker Set,4,653.08,0.3,2612.32,89.97
ORD-10210,16/01/2024,18/01/2024,Same Day,,Corporate,EAST,Sialkot,Furniture,Bookcases,Wall-Mount Bookcase,2,240.34,0.15,480.68,78.72
ORD-10196,26/05/2023,31/05/2023,First Class,  Sara Iqbal  ,Corporate,EAST,Gujranwala,Office Supplies,Art,Marker Set,9,676.07,0.2,6084.63,1935.93
ORD-10610,29/07/2023,04/08/2023,Same Day,Bilal Chaudhry,Home Office,north,Rawalpindi,Technology,Copiers,Multifunction Copier,6,581.02,0.3,3486.12,-453.88
ORD-10511,17/09/2023,22/09/2023,First Class,Tariq Khan,Corporate,Centeral,Faisalabad,Office Supplies,Storage,Storage Box,10,165.54,0,1655.4,168.64
ORD-10687,05/10/2023,09/10/2023,Same Day,Hina Butt,Consumer,east,Sialkot,Furniture,Tables,Rectangular Desk,7,404.79,0.3,2833.53,687.9
ORD-10026,25/01/2023,31/01/2023,Standard Class,Kamran Ansari,Consumer, South ,Hyderabad,Office Supplies,Binders,View Binder,7,613.17,0.3,4292.19,506.94
ORD-10324,23/08/2023,25/08/2023,Same Day,Imran Qureshi,Corporate,SOUTH,Karachi,Furniture,Chairs,Executive Leather Chair,1,689,,689,226.68
ORD-10735,30/06/2024,05/07/2024,Same Day,Ayesha Iqbal,Consumer,NORTH,Rawalpindi,Furniture,Chairs,Stacking Chair,12,274.39,0,3292.68,746.93
ORD-11070,17/10/2024,22/10/2024,Same Day,Sana Ansari,Home Office,North,Islamabad,Furniture,Chairs,Folding Chair,8,611.39,0.1,4891.12,612.16
ORD-11149,01/11/2023,03/11/2023,Same Day,Rabia Iqbal,Consumer,north,Islamabad,Technology,Machines,Label Maker,4,98.16,0.3,392.64,-9.45
ORD-10969,12/02/2023,18/02/2023,First Class,Mahnoor Khan,Corporate,central,Multan,Technology,Accessories,USB Cable,3,310.51,0,931.53,289.63
ORD-10061,23/12/2024,26/12/2024,Second Class,Bilal Iqbal,Consumer, West,Peshawar,Furniture,Furnishings,Floor Mat,4,830.07,0.15,3320.28,740.91
ORD-10888,23/06/2023,30/06/2023,Standard Class,Sara Raza,Home Office,Centeral,Multan,Office Supplies,Art,Marker Set,4,281.83,0,1127.32,-84.5
ORD-11048,21/09/2024,28/09/2024,Second Class,Sara Iqbal,Home Office,Centeral,Multan,Furniture,Bookcases,Wall-Mount Bookcase,10,32.67,0,326.7,42.75
ORD-10781,19/12/2024,23/12/2024,Standard Class,Kamran Raza,Home Office,central,Multan,Office Supplies,Binders,Hanging Binder,4,312.1,0,1248.4,-38.59
ORD-10339,28/07/2024,01/08/2024,First Class,Usman Chaudhry,Corporate,west,Quetta,Technology,Copiers,Multifunction Copier,-2,382.9,0,N/A,82.94
ORD-10950,06/07/2024,12/07/2024,Same Day,Kamran Qureshi,Home Office,CENTRAL,Multan,Technology,Phones,Cordless Phone,2,698.29,0,1396.58,219.16
ORD-10702,02/08/2023,07/08/2023,Standard Class,Ahmed Butt,Corporate,Central,Multan,Technology,Copiers,Desktop Copier,5,494.69,0.3,2473.45,595.42
ORD-10657,23/09/2024,25/09/2024,Second Class,Rabia Qureshi,Consumer, North,Rawalpindi,Technology,Accessories,USB Cable,1,548.6,0,548.6,102.73
ORD-10794,23/09/2023,26/09/2023,Standard Class,Usman Raza,Consumer,NORTH,Rawalpindi,Technology,Phones,Cordless Phone,2,74.34,0.1,148.68,-13.89
ORD-10409,16/10/2023,23/10/2023,Same Day,Nida Iqbal,Consumer,,Islamabad,Technology,Copiers,Multifunction Copier,7,394.5,0,2761.5,500.5
ORD-10446,14/12/2024,21/12/2024,Standard Class,Faisal Sheikh,Consumer, North,Islamabad,Furniture,Chairs,Executive Leather Chair,3,325.77,0,977.31,169.88
ORD-10985,24/04/2023,01/05/2023,Second Class,Adeel Farooq,Corporate,SOUTH,Hyderabad,Technology,Phones,Office Desk Phone,1,561.57,0.15,561.57,33.06
ORD-10508,21/05/2024,25/05/2024,First Class,Fatima Iqbal,Consumer, South ,Karachi,Technology,Machines,Label Maker,3,370.63,0,1111.89,-150.79
ORD-10913,03/08/2023,04/08/2023,Same Day,Sara Ansari,Consumer,WEST,Peshawar,Office Supplies,Paper,Copy Paper A4,6,432.79,0.15,2596.74,-244.1
ORD-10008,15/09/2023,20/09/2023,First Class,Hina Malik,Home Office,North,Rawalpindi,Technology,Accessories,Keyboard,5,394.11,0.1,1970.55,-292.38
ORD-10729,14/05/2024,18/05/2024,,Adeel Iqbal,Corporate, West,Peshawar,Office Supplies,Labels,Address Labels,7,183.75,0,N/A,47.57
ORD-10869,19/10/2023,22/10/2023,First Class,Bilal Chaudhry,Consumer, North,Lahore,Furniture,Furnishings,Floor Mat,5,418.88,0.3,2094.4,707.8
ORD-11060,04/01/2023,06/01/2023,Same Day,Ayesha Malik,Home Office,east,,Office Supplies,Paper,Copy Paper A4,7,642.62,0.1,4498.34,-336.51
ORD-10300,06/08/2023,07/08/2023,Standard Class,Nida Sheikh,Corporate,CENTRAL,Faisalabad,Technology,Machines,Label Maker,10,661.24,0,6612.4,-549.22
ORD-10870,15/08/2023,17/08/2023,Same Day,Adeel Farooq,Corporate,NORTH,Lahore,Furniture,Bookcases,Corner Bookcase,10,381.58,0.15,3815.8,54.86
ORD-10843,20/09/2024,26/09/2024,Standard Class,Kamran Ansari,Consumer,NORTH,Rawalpindi,Office Supplies,Paper,Notebook,1,846.79,0.1,846.79,49.27
ORD-10127,04/10/2024,09/10/2024,Same Day,Nida Chaudhry,Corporate,EAST,Gujranwala,Office Supplies,Paper,Notebook,8,70.31,0,562.48,-39.91
ORD-10074,09/02/2024,10/02/2024,Second Class,Zara Qureshi,Corporate,EAST,Sialkot,Office Supplies,Storage,Storage Bin,7,741.06,0,5187.42,-497.09
ORD-11194,01/01/2024,03/01/2024,Standard Class,Tariq Butt,Home Office, South ,Hyderabad,Office Supplies,Art,Marker Set,1,840.84,0.1,840.84,-10.55
ORD-10891,12/04/2024,14/04/2024,Second Class,Fatima Malik,Home Office,Nort,Islamabad,Technology,Accessories,USB Cable,3,472.69,0,1418.07,-65.42
ORD-10057,26/04/2024,29/04/2024,Standard Class,Hina Iqbal,Corporate,WEST,Peshawar,Technology,Phones,Smartphone X200,12,448.44,0.2,5381.28,1735.98
ORD-11044,16/01/2024,17/01/2024,Second Class,Rabia Khan,Corporate,Central,Multan,Technology,Accessories,Keyboard,5,792.94,0,3964.7,38.71
ORD-11008,31/05/2024,03/06/2024,Same Day,zara sheikh,Consumer, South ,Hyderabad,Technology,Phones,Office Desk Phone,3,270.01,0,810.03,142.42
ORD-10536,16/09/2024,23/09/2024,Same Day,Ayesha Sheikh,Home Office,Nort,Lahore,Technology,Phones,Smartphone X200,6,145.54,0,873.24,178.21
ORD-10297,26/09/2024,27/09/2024,Same Day,Omar Qureshi,Consumer,SOUTH,Hyderabad,Office Supplies,Storage,Storage Bin,3,511.17,0,1533.51,389.28
ORD-10414,28/04/2024,04/05/2024,First Class,Hina Ansari,Corporate,Nort,Rawalpindi,Office Supplies,Labels,Address Labels,1,424.64,0.15,424.64,128.68
ORD-10217,27/02/2024,04/03/2024,Second Class,Bilal Iqbal,Consumer,east,Sialkot,Technology,Phones,Cordless Phone,2,534.75,0,1069.5,72.18
ORD-11122,05/12/2024,12/12/2024,Same Day,Usman Farooq,Consumer,east,Gujranwala,Office Supplies,Paper,Sticky Notes,3,20.35,0,61.05,10.54
ORD-10733,23/10/2024,27/10/2024,Same Day,  Imran Farooq  ,Consumer,WEST,Peshawar,Furniture,Tables,Round Conference Table,1,891.28,0.1,891.28,-80.55
ORD-10323,21/07/2024,23/07/2024,First Class,Fatima Farooq,Consumer,WEST,Peshawar,Furniture,Bookcases,5-Shelf Bookcase,12,183.7,0.2,2204.4,-63.87
ORD-10344,12/11/2024,14/11/2024,Second Class,Ali Ansari,Corporate, West,Peshawar,Office Supplies,Paper,Notebook,9,114.32,0.1,1028.88,174.15
ORD-10633,15/12/2023,21/12/2023,Second Class,Hina Iqbal,Corporate,central,Multan,Technology,Accessories,USB Cable,10,664.54,0,6645.4,-791.18
ORD-10898,03/10/2023,05/10/2023,Same Day,Hina Raza,Corporate,east,,Office Supplies,Paper,Sticky Notes,12,287.24,0,3446.88,215.94
ORD-10704,29/04/2024,02/05/2024,Second Class,Kamran Chaudhry,Corporate,west,Quetta,Technology,Copiers,Desktop Copier,7,371.08,0.15,2597.56,801.53
ORD-10658,18/03/2023,21/03/2023,Standard Class,Hassan Raza,Corporate,SOUTH,Karachi,Office Supplies,Art,Pen Set,2,307.47,,614.94,
ORD-10688,26/04/2023,01/05/2023,Same Day,Hassan Iqbal,Home Office,WEST,Quetta,Furniture,Bookcases,5-Shelf Bookcase,6,290.79,0.1,1744.74,158.15
ORD-11109,21/05/2023,27/05/2023,Same Day,Sara Ansari,Consumer,east,Sialkot,Office Supplies,Storage,Filing Cabinet,6,72.22,0,433.32,95.03
ORD-10927,24/08/2023,30/08/2023,Second Class,Adeel Sheikh,Corporate,central,Faisalabad,Furniture,Chairs,Mesh Task Chair,12,141.09,0.15,1693.08,104.98
ORD-10880,01/12/2024,06/12/2024,Standard Class,Adeel Raza,Home Office,west,Quetta,Office Supplies,Labels,Address Labels,3,224.15,0.2,672.45,222.74
ORD-10540,01/03/2023,07/03/2023,Second Class,Hina Raza,Home Office,CENTRAL,Faisalabad,Office Supplies,Labels,Shipping Labels,1,745.17,,745.17,115.65
ORD-10266,29/08/2023,30/08/2023,Second Class,Sara Ansari,Corporate,North,Lahore,Technology,Copiers,Desktop Copier,2,652.59,0,1305.18,394.67
ORD-10006,02/11/2024,06/11/2024,Same Day,Tariq Ansari,Corporate, West,Quetta,Office Supplies,Paper,Copy Paper A4,5,673.58,0.1,3367.9,1006.7
ORD-10703,07/04/2023,11/04/2023,Same Day,Mahnoor Raza,Corporate,East,,Furniture,Chairs,Folding Chair,6,84.86,0,509.16,104.54
ORD-10122,20/05/2024,21/05/2024,Same Day,Adeel Malik,Corporate,EAST,Gujranwala,Office Supplies,Labels,Address Labels,2,281.82,0.2,563.64,118.05
ORD-10951,15/06/2023,21/06/2023,Same Day,Ayesha Raza,Corporate,south,Karachi,Furniture,Chairs,Stacking Chair,2,89.27,0.1,178.54,24.46
ORD-10138,01/08/2023,06/08/2023,First Class,Hassan Farooq,Home Office,EAST,Gujranwala,Technology,Copiers,Multifunction Copier,9,311.38,0,2802.42,526.67
ORD-10163,20/07/2024,25/07/2024,First Class,Usman Iqbal,Corporate,Centeral,Faisalabad,Furniture,Tables,Coffee Table,10,750.86,0.1,7508.6,
ORD-10755,09/01/2023,13/01/2023,Standard Class,Tariq Butt,Corporate, South ,Karachi,Technology,Accessories,Keyboard,5,440.71,0,2203.55,550.65
ORD-10564,18/04/2024,21/04/2024,Second Class,Kamran Sheikh,Consumer, South ,Karachi,Furniture,Chairs,Folding Chair,2,735.57,0.2,1471.14,2.34
ORD-11090,29/04/2024,06/05/2024,Second Class,Usman Chaudhry,Consumer,WEST,Peshawar,Office Supplies,Art,Pen Set,11,297.32,0,3270.52,263.75
ORD-10043,06/03/2024,13/03/2024,Same Day,Bilal Iqbal,Corporate,West,Peshawar,Office Supplies,Art,Highlighter Pack,3,661.75,0.2,1985.25,-29.7
ORD-10788,23/12/2023,24/12/2023,Standard Class,Hina Qureshi,Consumer,CENTRAL,Faisalabad,Technology,Machines,Laser Printer,7,779.84,0.3,5458.88,1171.55
ORD-10963,17/10/2024,22/10/2024,Second Class,Ahmed Sheikh,Corporate,North,Islamabad,Furniture,Chairs,Folding Chair,11,733.21,0.3,8065.31,124.01
ORD-10319,23/08/2024,25/08/2024,Second Class,Tariq Qureshi,Corporate,Central,Multan,Furniture,Bookcases,Corner Bookcase,6,315.99,0.3,1895.94,-22.27
ORD-11045,07/08/2023,09/08/2023,Second Class,Nida Ansari,Home Office,,Peshawar,Furniture,Chairs,Mesh Task Chair,11,566.19,0.3,6228.09,1569.07
ORD-10817,03/06/2024,05/06/2024,Second Class,Nida Farooq,Corporate,,Peshawar,Office Supplies,Storage,Filing Cabinet,7,361.82,0,2532.74,-40.12
ORD-10488,28/03/2023,03/04/2023,Same Day,Tariq Raza,Corporate,NORTH,Lahore,Office Supplies,Paper,Copy Paper A4,1,417.51,0.3,417.51,25.57
ORD-10294,20/07/2024,27/07/2024,First Class,Tariq Ansari,Consumer,central,Multan,Furniture,Chairs,Stacking Chair,2,277.7,,555.4,122.59
ORD-10463,01/05/2024,08/05/2024,Same Day,Ahmed Iqbal,Home Office,CENTRAL,Multan,Technology,Copiers,Desktop Copier,11,823.4,0.1,9057.4,-566.57
ORD-11065,26/01/2024,29/01/2024,Same Day,Adeel Ansari,Consumer,north,,Technology,Machines,Laser Printer,1,229.1,0.15,229.1,72.4
ORD-10623,29/05/2024,30/05/2024,Second Class,  Fatima Chaudhry  ,Consumer,west,Quetta,Furniture,Chairs,Mesh Task Chair,7,399.45,0.15,2796.15,-266.76
ORD-10739,10/05/2023,13/05/2023,First Class,Rabia Sheikh,Home Office, South ,Hyderabad,Technology,Phones,Cordless Phone,10,432.74,0.1,4327.4,1463.42
ORD-10019,22/10/2024,25/10/2024,First Class,Mahnoor Malik,Consumer,WEST,Quetta,Furniture,Furnishings,Floor Mat,2,486.18,0.15,972.36,-16.92
ORD-10594,06/11/2024,11/11/2024,Same Day,Hassan Raza,Corporate, North,Lahore,Office Supplies,Labels,Address Labels,7,355.04,0,2485.28,-212.32
ORD-10756,11/02/2023,13/02/2023,Second Class,Ahmed Iqbal,Corporate,EAST,Sialkot,Furniture,Furnishings,Wall Clock,6,595.93,0,3575.58,-447.12
ORD-10518,02/11/2024,07/11/2024,Same Day,hina khan,Corporate,WEST,Quetta,Furniture,Chairs,Folding Chair,12,68.3,0.15,819.6,33.35
ORD-10720,14/08/2024,18/08/2024,Standard Class,Hassan Iqbal,Home Office,,Karachi,Office Supplies,Storage,Storage Bin,4,94.12,0.3,376.48,-32.69
ORD-11073,27/08/2024,03/09/2024,First Class,Usman Farooq,Consumer,SOUTH,Hyderabad,Furniture,Tables,Round Conference Table,5,440.66,0.1,2203.3,454.86
ORD-10691,05/01/2024,12/01/2024,Second Class,Fatima Sheikh,Corporate,SOUTH,Hyderabad,Furniture,Furnishings,Desk Lamp,1,673.56,0,673.56,222.97
ORD-10874,13/09/2024,20/09/2024,Same Day,Mahnoor Chaudhry,Home Office,North,Islamabad,Furniture,Tables,Round Conference Table,3,779.08,0.3,2337.24,558.04
ORD-10507,24/06/2023,29/06/2023,First Class,,Corporate,North,Rawalpindi,Technology,Copiers,Multifunction Copier,4,643.64,0,2574.56,831.65
ORD-10137,20/01/2023,24/01/2023,Second Class,Rabia Qureshi,Home Office,east,Sialkot,Office Supplies,Paper,Sticky Notes,8,786.17,0.2,6289.36,1344.04
ORD-11098,29/09/2023,02/10/2023,Same Day,Zara Khan,Consumer,north,Rawalpindi,Technology,Accessories,Wireless Mouse,9,210.15,0,1891.35,616.59
ORD-10721,13/08/2024,20/08/2024,,Sara Khan,Home Office,WEST,Quetta,Office Supplies,Paper,Copy Paper A4,7,15.33,0.3,107.31,15.74
ORD-10185,25/10/2024,26/10/2024,Second Class,Tariq Iqbal,Home Office,,Karachi,Technology,Machines,Label Maker,8,212.51,0.1,1700.08,280.31
ORD-10999,15/01/2023,19/01/2023,Same Day,Nida Farooq,Consumer,south,Karachi,Furniture,Chairs,Executive Leather Chair,3,247.45,0,742.35,-103.31
ORD-11120,15/05/2024,18/05/2024,Same Day,Hassan Khan,Consumer,West,Peshawar,Furniture,Furnishings,Wall Clock,1,674.75,0.15,674.75,-3.69
ORD-11177,28/10/2023,03/11/2023,Second Class,Hassan Ansari,Consumer,Central,Faisalabad,Furniture,Furnishings,Wall Clock,4,785.3,0.1,3141.2,537.26
ORD-10804,15/09/2024,20/09/2024,Second Class,Faisal Farooq,Home Office,North,Lahore,Technology,Accessories,Wireless Mouse,12,752.15,0,9025.8,2065.37
ORD-10706,28/07/2024,29/07/2024,First Class,Nida Malik,Corporate,South,Hyderabad,Office Supplies,Paper,Notebook,4,352.46,0.1,1409.84,260.22
ORD-11167,20/10/2023,25/10/2023,Same Day,Nida Qureshi,Home Office,South,Hyderabad,Office Supplies,Labels,Address Labels,12,517.64,0.2,6211.68,374.99
ORD-10526,14/01/2023,16/01/2023,First Class,Adeel Qureshi,Consumer, West,Peshawar,Technology,Copiers,Multifunction Copier,6,623.14,0.2,3738.84,701.22
ORD-10327,23/09/2023,25/09/2023,First Class,Hina Raza,Corporate,CENTRAL,Multan,Office Supplies,Art,Highlighter Pack,3,451.4,0,1354.2,80.64
ORD-10317,20/09/2024,26/09/2024,Standard Class,Ahmed Sheikh,Home Office,CENTRAL,Multan,Furniture,Furnishings,Wall Clock,11,838.03,0.15,9218.33,-64.5
ORD-10862,09/01/2024,10/01/2024,,Ahmed Raza,Corporate, South ,Hyderabad,Technology,Phones,Smartphone X200,12,533.19,0,6398.28,687.48
ORD-11075,04/09/2024,07/09/2024,Standard Class,Kamran Raza,Consumer,EAST,,Furniture,Furnishings,Desk Lamp,4,282.76,0.15,1131.04,-75.81
ORD-10551,30/11/2023,01/12/2023,Standard Class,Tariq Khan,Consumer,Centeral,Faisalabad,Furniture,Furnishings,Wall Clock,11,801.59,0.2,8817.49,-99.75
ORD-11074,19/04/2024,21/04/2024,Same Day,Kamran Khan,Consumer,West,Quetta,Furniture,Chairs,Folding Chair,6,421.26,0.1,2527.56,741.9
ORD-10964,22/08/2023,25/08/2023,First Class,Faisal Qureshi,Corporate,West,Quetta,Furniture,Tables,Coffee Table,12,778.05,,9336.6,45.47
ORD-10509,24/09/2024,28/09/2024,Same Day,Bilal Raza,Home Office,SOUTH,Hyderabad,Furniture,Chairs,Stacking Chair,12,360.81,0,4329.72,894.81
ORD-10700,03/06/2023,04/06/2023,Second Class,Hassan Butt,Consumer,Centeral,Faisalabad,Technology,Phones,Office Desk Phone,11,419.48,0.2,4614.28,-476.91
ORD-10857,17/10/2023,24/10/2023,First Class,Mahnoor Khan,Corporate, West,Quetta,Office Supplies,Art,Highlighter Pack,4,797.6,0,3190.4,746.3
ORD-10148,29/05/2024,04/06/2024,First Class,Adeel Sheikh,Corporate,EAST,Sialkot,Technology,Accessories,Wireless Mouse,4,861.84,0.1,3447.36,-253.06
ORD-10972,26/11/2023,29/11/2023,Standard Class,Nida Khan,Consumer,north,Lahore,Technology,Machines,Laser Printer,10,57.28,0.1,572.8,134.23
ORD-10993,09/07/2023,14/07/2023,Second Class,Tariq Qureshi,Consumer,North,Lahore,Furniture,Bookcases,5-Shelf Bookcase,4,631.47,0.2,2525.88,583.06
ORD-11179,17/02/2024,24/02/2024,Standard Class,Sara Farooq,Consumer,west,Quetta,Office Supplies,Binders,Hanging Binder,12,564.72,0.1,6776.64,2110.34
ORD-10609,22/01/2023,27/01/2023,Second Class,Adeel Malik,Corporate,NORTH,Lahore,Technology,Copiers,Desktop Copier,1,128.11,0.1,128.11,-0.22
ORD-11017,23/07/2024,26/07/2024,Standard Class,Fatima Raza,Corporate,Centeral,Multan,Furniture,Bookcases,Wall-Mount Bookcase,5,356.41,0.2,1782.05,-13.03
ORD-10365,25/12/2023,30/12/2023,Second Class,Kamran Butt,Home Office,west,Peshawar,Furniture,Tables,Rectangular Desk,12,768.22,0,9218.64,2026.17
ORD-10603,14/12/2024,15/12/2024,Second Class,Ali Qureshi,Corporate,Central,Faisalabad,Technology,Accessories,Wireless Mouse,1,48.55,0.1,48.55,11.34
ORD-10478,30/03/2024,01/04/2024,Standard Class,Imran Raza,Corporate,Centeral,Faisalabad,Office Supplies,Paper,Copy Paper A4,3,16.44,0.2,49.32,4.73
ORD-11174,03/12/2024,05/12/2024,First Class,Zara Iqbal,Home Office,SOUTH,Hyderabad,Furniture,Bookcases,5-Shelf Bookcase,9,138.31,,1244.79,308.88
ORD-11022,12/01/2024,14/01/2024,Same Day,Ahmed Chaudhry,Consumer, South ,Hyderabad,Furniture,Bookcases,Wall-Mount Bookcase,1,809.18,0,809.18,-63.99
ORD-10980,17/09/2024,24/09/2024,First Class,Ahmed Khan,Consumer,Central,Multan,Furniture,Chairs,Executive Leather Chair,6,768.08,0,4608.48,1455.27
ORD-10585,08/08/2024,10/08/2024,First Class,Sana Ansari,Corporate,east,Sialkot,Furniture,Chairs,Folding Chair,6,211.01,0,1266.06,104.61
ORD-10232,03/02/2023,05/02/2023,Second Class,BILAL RAZA,Home Office,CENTRAL,Multan,Technology,Phones,Office Desk Phone,12,74.64,0,895.68,305.6
ORD-10845,08/10/2023,13/10/2023,Standard Class,Mahnoor Farooq,Consumer,East,Gujranwala,Office Supplies,Labels,Address Labels,2,109.05,0,218.1,-12.81
ORD-10621,12/11/2023,18/11/2023,Second Class,ZARA SHEIKH,Corporate,West,Quetta,Technology,Accessories,USB Cable,12,361.18,0,4334.16,-636.21
ORD-10835,12/08/2024,19/08/2024,Second Class,Usman Sheikh,Corporate,CENTRAL,Faisalabad,Furniture,Tables,Round Conference Table,2,836.94,0.15,1673.88,-128.48
ORD-10432,03/07/2024,05/07/2024,Standard Class,Ahmed Farooq,Consumer,central,Multan,Furniture,Tables,Corner Table,10,45.99,0.2,459.9,80.2
ORD-10743,18/06/2023,24/06/2023,Same Day,Ayesha Sheikh,Home Office,EAST,Sialkot,Furniture,Furnishings,Desk Lamp,1,805.22,0,805.22,-13.38
ORD-10158,19/12/2023,25/12/2023,Second Class,Nida Butt,Corporate,WEST,Peshawar,Office Supplies,Paper,Sticky Notes,9,428.8,0.3,3859.2,-144.06
ORD-10315,22/05/2023,29/05/2023,Standard Class,Fatima Ansari,Consumer,north,Islamabad,Technology,Machines,Laser Printer,7,708.54,0.3,4959.78,621.4
ORD-10256,02/04/2023,04/04/2023,,Zara Qureshi,Corporate,East,Gujranwala,Office Supplies,Storage,Filing Cabinet,5,420.07,0,2100.35,179.09
ORD-10785,28/09/2024,02/10/2024,Standard Class,Tariq Sheikh,Consumer,East,Sialkot,Furniture,Tables,Coffee Table,2,338.29,0.3,676.58,165.07
ORD-10096,19/03/2023,21/03/2023,First Class,Hina Butt,Home Office, West,Peshawar,Technology,Accessories,Keyboard,8,66.12,0.1,528.96,87.64
ORD-10439,30/06/2023,02/07/2023,Standard Class,Faisal Chaudhry,Home Office,North,Rawalpindi,Office Supplies,Storage,Storage Box,6,557.05,0.3,3342.3,255.93
ORD-10500,07/01/2024,11/01/2024,First Class,  Ali Sheikh  ,Home Office,east,Sialkot,Technology,Phones,Cordless Phone,5,499.69,0,2498.45,423.42
ORD-10384,11/08/2023,16/08/2023,Second Class,Adeel Khan,Consumer, West,Peshawar,Office Supplies,Binders,Hanging Binder,4,794.54,0,3178.16,508.13
ORD-10674,02/08/2024,03/08/2024,First Class,Sana Ansari,Consumer, South ,Hyderabad,Technology,Phones,Smartphone X200,7,508.44,0.1,3559.08,179.46
ORD-10177,15/09/2023,17/09/2023,First Class,Ahmed Iqbal,Corporate,west,Peshawar,Furniture,Tables,Coffee Table,6,758.24,0.1,4549.44,1146.63
ORD-10513,17/10/2023,20/10/2023,Same Day,Imran Butt,Consumer,CENTRAL,Faisalabad,Office Supplies,Paper,Sticky Notes,9,768.47,0.2,6916.23,1164.18
ORD-10328,15/02/2024,18/02/2024,Second Class,Zara Sheikh,Corporate,west,Quetta,Technology,Machines,Laser Printer,9,391.84,,3526.56,-183.27
ORD-10314,10/10/2023,16/10/2023,Same Day,Kamran Ansari,Home Office,west,Peshawar,Technology,Copiers,Desktop Copier,9,437.97,0,3941.73,547.21
ORD-10415,28/12/2023,04/01/2024,Standard Class,Mahnoor Chaudhry,Home Office,east,Sialkot,Furniture,Bookcases,Corner Bookcase,1,568.22,0.15,568.22,-37.2
ORD-10357,08/04/2024,12/04/2024,First Class,Rabia Butt,Consumer,West,Quetta,Office Supplies,Labels,Address Labels,5,10.88,0,54.4,-2.32
ORD-10347,22/10/2024,24/10/2024,,,Home Office,Central,Multan,Office Supplies,Paper,Sticky Notes,8,661.2,0,5289.6,1029.49
ORD-11133,29/07/2023,01/08/2023,Same Day,Imran Iqbal,Consumer,EAST,Gujranwala,Furniture,Chairs,Mesh Task Chair,1,158.38,0,158.38,18.45
ORD-10298,05/01/2023,08/01/2023,Standard Class,Hina Farooq,Consumer,south,Hyderabad,Office Supplies,Storage,Storage Box,8,403.6,0.3,3228.8,8.83
ORD-10455,30/08/2024,05/09/2024,Standard Class,Omar Butt,Consumer,Centeral,Faisalabad,Office Supplies,Labels,Address Labels,5,207.97,0,1039.85,348.73
ORD-11083,17/08/2023,24/08/2023,Second Class,Faisal Iqbal,Home Office,south,Hyderabad,Furniture,Chairs,Folding Chair,7,512.08,0,3584.56,-392.28
ORD-11089,08/03/2023,12/03/2023,Second Class,Adeel Sheikh,Home Office,CENTRAL,Multan,Technology,Phones,Office Desk Phone,12,258.91,0.1,3106.92,857.75
ORD-10810,23/04/2023,29/04/2023,Second Class,Bilal Chaudhry,Home Office, North,Islamabad,Office Supplies,Storage,Storage Box,12,603.5,0,7242,1823.68
